"County","Sector","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"SAN LUIS OBISPO","Residential","      38.737334","      36.261461","      35.772702","      34.939014","      32.361254","      32.755086","      40.935664","      40.057308","      41.274860","      40.530220","      39.784370","      40.090590","      41.005818","      40.597180","      39.562237","      42.514348","      40.097537","      42.633348","      43.172781","      38.224990","      42.164225","      39.312484","      33.235019","      33.584529","      32.810402","      35.546039","      33.274078","      34.855707","      35.670203","      33.836581","    1135.597369"
"SAN LUIS OBISPO","Total","      89.726514","      81.677689","      83.787570","      80.321884","      77.529567","      76.754318","      84.941079","      81.816837","      80.666816","      78.892608","      79.186613","      78.627607","      92.904113","      91.262598","      89.664530","      93.900663","      92.747545","      93.828784","      87.484748","      68.760726","      74.824728","      70.396321","      66.379968","      57.449059","      51.758778","      56.004248","      53.810123","      53.140625","      55.443467","      53.758490","    2277.448616"
"SAN MATEO","Non-Residential","      95.613450","      95.012469","      94.817867","      90.885346","      88.475841","      87.334291","      95.051835","      93.433655","      91.542096","      88.403106","      89.431604","      93.700336","      87.651026","      91.564593","      89.490597","      98.898690","      88.206291","      89.051551","      86.641269","      83.826037","      88.299507","      81.204352","      73.074464","      71.675112","      70.351857","      75.831945","      72.584055","      67.476439","      77.339143","      75.564037","    2572.432861"
"SAN MATEO","Residential","     118.816393","     114.651531","     116.438529","     108.843946","     105.424683","     105.396651","     132.628596","     130.566025","     135.877658","     133.068826","     132.475285","     136.852888","     130.210072","     129.037416","     127.294022","     132.321314","     130.459841","     133.082312","     125.601767","     151.473964","     171.207759","     157.570480","     138.465828","     137.586933","     137.991025","     156.598003","     147.135338","     134.505703","     155.333420","     151.428045","    4018.344253"
"SAN MATEO","Total","     214.429843","     209.664000","     211.256396","     199.729292","     193.900524","     192.730942","     227.680431","     223.999680","     227.419754","     221.471932","     221.906889","     230.553224","     217.861098","     220.602009","     216.784619","     231.220005","     218.666132","     222.133863","     212.243036","     235.300001","     259.507266","     238.774832","     211.540293","     209.262046","     208.342882","     232.429949","     219.719392","     201.982142","     232.672563","     226.992083","    6590.777118"
"SANTA BARBARA","Non-Residential","      77.577672","      70.373912","      70.416089","      69.627437","      65.684801","      72.701508","      72.515284","      68.645790","      64.543135","      61.043786","      58.979490","      64.511302","      76.858742","      72.748874","      71.299526","      86.014711","      73.681237","      69.310010","      63.090414","      75.348904","      79.337530","      87.553047","      59.470666","      78.035494","      62.541934","      72.431285","      61.738977","      60.456426","      60.504226","      78.482228","    2105.524437"
"SANTA BARBARA","Residential","      59.731418","      54.479997","      55.079523","      53.311452","      49.660443","      50.768983","      64.349113","      62.651397","      65.912012","      65.906773","      64.073585","      64.590344","      64.948731","      64.301270","      62.659266","      67.342883","      63.504495","      67.530679","      68.401568","      67.724082","      73.965563","      70.755079","      62.119153","      66.872142","      60.206813","      65.213616","      66.554364","      64.007265","      65.498707","      64.070312","    1896.191028"
"SANTA BARBARA","Total","     137.309090","     124.853909","     125.495612","     122.938889","     115.345244","     123.470491","     136.864397","     131.297187","     130.455147","     126.950559","     123.053075","     129.101646","     141.807473","     137.050144","     133.958792","     153.357594","     137.185731","     136.840689","     131.491982","     143.072986","     153.303093","     158.308126","     121.589819","     144.907636","     122.748747","     137.644901","     128.293342","     124.463691","     126.002933","     142.552540","    4001.715465"
"SANTA CLARA","Non-Residential","     215.886690","     206.283962","     205.749898","     203.360983","     195.956042","     189.608271","     198.753872","     195.731074","     199.034077","     196.430660","     196.725362","     203.370290","     209.857461","     225.277162","     220.335114","     245.144186","     218.171075","     217.975504","     248.160322","     219.308025","     245.401052","     240.328610","     215.091136","     208.647934","     209.856199","     221.752497","     218.541775","     210.247930","     236.974755","     242.868044","    6460.829962"
"SANTA CLARA","Residential","     243.834074","     233.746862","     239.175800","     218.545185","     216.069107","     214.260135","     267.164560","     258.847189","     272.664701","     261.131365","     265.164758","     269.800999","     262.298609","     259.868357","     242.536753","     265.702785","     264.253880","     263.751114","     251.367549","     293.763807","     328.961462","     311.121748","     271.979656","     266.018774","     267.668985","     305.185565","     294.592921","     270.866827","     298.292881","     291.452277","    7970.088685"
"SANTA CLARA","Total","     459.720764","     440.030824","     444.925698","     421.906168","     412.025150","     403.868406","     465.918432","     454.578263","     471.698778","     457.562024","     461.890120","     473.171289","     472.156070","     485.145519","     462.871867","     510.846970","     482.424955","     481.726618","     499.527872","     513.071832","     574.362514","     551.450358","     487.070793","     474.666708","     477.525183","     526.938062","     513.134696","     481.114757","     535.267636","     534.320322","   14430.918648"
"SANTA CRUZ","Non-Residential","      20.416942","      20.494424","      20.555861","      21.067721","      20.900405","      20.158553","      21.561812","      20.817097","      21.175937","      20.838961","      20.396632","      21.121355","      21.332049","      22.352773","      22.167217","      25.195773","      21.779019","      19.069086","      18.005980","      34.201926","      33.285326","      32.075304","      29.224515","      36.330706","      36.432072","      31.344958","      30.193643","      34.235788","      41.298980","      32.356015","     770.386830"
"SANTA CRUZ","Residential","      32.584537","      31.373465","      32.111100","      30.599367","      29.388145","      29.085183","      36.660123","      36.123132","      37.327366","      36.682516","      36.267561","      36.733041","      35.835324","      35.512596","      35.032794","      36.416363","      35.904064","      36.625798","      34.567065","      39.878147","      44.911088","      40.927991","      35.758750","      36.323118","      35.442199","      41.123177","      39.587379","      35.789070","      39.773254","      37.745625","    1082.089338"
"SANTA CRUZ","Total","      53.001479","      51.867889","      52.666961","      51.667088","      50.288550","      49.243736","      58.221935","      56.940230","      58.503303","      57.521477","      56.664193","      57.854396","      57.167374","      57.865369","      57.200010","      61.612136","      57.683082","      55.694885","      52.573046","      74.080073","      78.196414","      73.003295","      64.983264","      72.653824","      71.874271","      72.468134","      69.781022","      70.024859","      81.072234","      70.101640","    1852.476169"
"SHASTA","Non-Residential","      16.753565","      14.869665","      15.750715","      15.741631","      14.598151","      12.975744","      15.219230","      17.240917","      13.838104","      13.802837","      14.226398","      15.868968","      17.814644","      21.373992","      21.174759","      24.127428","      19.164229","      27.510314","      10.365416","      19.910879","      20.562894","      34.217342","      32.862335","      46.961667","      55.227874","      50.250079","      26.698076","      23.911946","      20.311666","      27.232053","     680.563518"
"SHASTA","Residential","      18.583625","      16.780435","      18.643018","      17.427792","      15.747071","      15.884545","      19.288915","      19.529325","      20.699581","      20.321484","      19.405251","      20.459071","      19.461209","      19.285944","      19.025376","      19.776756","      19.498540","      19.890494","      18.772451","      19.532343","      20.957488","      20.709113","      17.431611","      17.775729","      17.170784","      17.876402","      18.438087","      15.453418","      15.740743","      14.254024","     553.820625"
"SHASTA","Total","      35.337190","      31.650100","      34.393733","      33.169423","      30.345222","      28.860289","      34.508145","      36.770242","      34.537685","      34.124321","      33.631649","      36.328039","      37.275853","      40.659936","      40.200135","      43.904184","      38.662769","      47.400808","      29.137867","      39.443222","      41.520382","      54.926455","      50.293946","      64.737396","      72.398658","      68.126481","      45.136163","      39.365364","      36.052409","      41.486077","    1234.384143"
"SIERRA","Non-Residential","","","","","","","","","","","","","       1.540720","       1.540720","       1.559264","       1.312376","       0.931484","       0.593351","       1.056598","","","","","","","","","","","",""
"SIERRA","Residential","","","","","","","","","","","","","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","","","","","","","","","","","",""
"SIERRA","Total","","","","","","","","","","","","","       1.540720","       1.540720","       1.559264","       1.312376","       0.931484","       0.593351","       1.056598","","","","","","","","","","","",""
"SOLANO","Non-Residential","     177.023732","     185.673774","     170.544248","     200.256547","     170.771993","     179.363411","     154.339959","     156.995669","     144.474432","     163.791536","     158.254004","     176.695802","     143.760724","     164.324465","     167.840572","     186.083336","     120.839254","     102.050650","     141.196803","     140.960638","     127.205650","     134.033357","     131.994152","      94.565955","     128.157182","     148.624063","     155.902106","     113.005036","     137.115282","     149.699773","    4525.544105"
"SOLANO","Residential","      59.099223","      56.353688","      57.943450","      53.458024","      51.418125","      50.101797","      61.398974","      60.508820","      65.807192","      62.594416","      61.503025","      61.828913","      61.209585","      60.658339","      59.838799","      62.202045","      61.326998","      62.559778","      59.043298","      65.714693","      73.159518","      68.305172","      57.623307","      57.573916","      57.724180","      65.868277","      64.501815","      57.457452","      63.373574","      61.976884","    1822.133277"
"SOLANO","Total","     236.122955","     242.027462","     228.487698","     253.714571","     222.190118","     229.465208","     215.738933","     217.504489","     210.281624","     226.385952","     219.757029","     238.524715","     204.970309","     224.982805","     227.679371","     248.285381","     182.166251","     164.610428","     200.240101","     206.675331","     200.365168","     202.338529","     189.617459","     152.139870","     185.881362","     214.492340","     220.403922","     170.462488","     200.488857","     211.676657","    6347.677383"
"SONOMA","Non-Residential","      40.439832","      42.105553","      40.860932","      39.416758","      38.118301","      38.362464","      39.910905","      38.522869","      40.046123","      37.267889","      37.176363","      37.951241","      39.820637","      42.017348","      40.861643","      45.329194","      39.879377","      46.086704","      45.965701","      40.329502","      41.917116","      40.313124","      34.516230","      32.643305","      33.359599","      36.137478","      35.460422","      33.148769","      34.387936","      32.293381","    1164.646696"
"SONOMA","Residential","      70.540575","      69.236436","      72.444306","      66.549290","      63.319676","      63.744096","      78.707858","      76.562312","      80.669395","      77.935625","      78.113527","      79.215648","      77.071063","      76.376971","      75.345060","      78.320703","      77.218901","      78.771136","      74.343418","      83.591204","      92.392703","      85.938137","      73.011664","      72.049369","      72.314084","      84.207769","      81.650494","      73.803038","      79.247319","      75.751323","    2288.443100"
"SONOMA","Total","     110.980407","     111.341989","     113.305238","     105.966048","     101.437977","     102.106560","     118.618763","     115.085181","     120.715518","     115.203514","     115.289890","     117.166889","     116.891700","     118.394319","     116.206703","     123.649897","     117.098277","     124.857840","     120.309119","     123.920705","     134.309820","     126.251261","     107.527894","     104.692674","     105.673683","     120.345248","     117.110916","     106.951807","     113.635255","     108.044704","    3453.089796"
"STANISLAUS","Non-Residential","     132.700563","     129.979942","     125.872121","     126.053325","     124.599903","     129.122106","     121.264350","     122.586743","     116.885904","     107.646092","     110.793349","     112.067479","     115.403697","     132.569441","     114.789477","     139.786421","     107.897718","      85.383115","      92.302344","     124.882257","     133.489473","     130.249544","     118.940629","     117.730811","     115.981665","     104.078522","     117.951579","     108.423224","     109.660071","      98.598952","    3527.690817"
"STANISLAUS","Residential","      62.426363","      60.305423","      61.076499","      56.842451","      56.831878","      55.150943","      66.833766","      65.037698","      70.214929","      66.604651","      66.683990","      66.514614","      66.192616","      65.596494","      64.710235","      67.265872","      66.319587","      67.652727","      63.849973","      67.951419","      75.719452","      72.092305","      61.776454","      61.153092","      59.833790","      68.665819","      65.004197","      60.424042","      65.182563","      63.505677","    1937.419519"
"STANISLAUS","Total","     195.126926","     190.285365","     186.948620","     182.895776","     181.431781","     184.273049","     188.098116","     187.624441","     187.100833","     174.250743","     177.477339","     178.582093","     181.596314","     198.165935","     179.499712","     207.052292","     174.217305","     153.035842","     156.152318","     192.833675","     209.208926","     202.341849","     180.717083","     178.883903","     175.815455","     172.744341","     182.955775","     168.847265","     174.842635","     162.104629","    5465.110336"
"SUTTER","Non-Residential","       8.445270","       8.414320","       8.536597","       6.675857","       8.061224","       7.911007","       7.630635","       8.998084","       8.051558","       8.336253","       8.625215","       7.657544","       8.169147","       9.041292","       8.279184","       9.897008","       8.191004","       6.281852","       6.645333","      14.978615","      16.140249","      36.573170","      14.154946","      12.188675","      10.969829","      11.614172","       7.473205","      10.907392","      17.157555","      11.641039","     317.647231"
"SUTTER","Residential","      12.575638","      11.882140","      12.359959","      11.327682","      10.858874","      10.921695","      13.062863","      12.900625","      13.974460","      13.184884","      13.391594","      13.495178","      13.093623","      12.975703","      12.800392","      13.305925","      13.118739","      13.382449","      12.630223","      13.184658","      14.562313","      13.870429","      11.950506","      12.080483","      11.951045","      13.053335","      12.703492","      11.361950","      12.225374","      11.812282","     379.998513"
"SUTTER","Total","      21.020908","      20.296460","      20.896556","      18.003539","      18.920098","      18.832702","      20.693498","      21.898709","      22.026018","      21.521137","      22.016809","      21.152722","      21.262770","      22.016995","      21.079576","      23.202932","      21.309743","      19.664301","      19.275555","      28.163273","      30.702562","      50.443599","      26.105452","      24.269158","      22.920875","      24.667506","      20.176697","      22.269342","      29.382929","      23.453321","     697.645742"
"TEHAMA","Non-Residential","       6.845944","       6.881471","       7.570419","       6.932226","       7.264300","       7.048729","       7.146151","       7.712879","       7.706686","       6.636136","       7.368886","       7.442186","       7.686513","       9.141286","       8.482370","      10.121827","       9.232919","       6.215287","       9.305186","      15.918844","      15.174175","      14.386457","      14.942404","      15.764566","      13.969292","      15.731607","      15.074948","      19.145562","      15.795999","      12.795491","     315.440746"
"TEHAMA","Residential","       3.976070","       3.611388","       3.960383","       3.751556","       3.497670","       3.517847","       4.258898","       4.233038","       4.483155","       4.412908","       4.237990","       4.315974","       4.241742","       4.203542","       4.146749","       4.310518","       4.249879","       4.335309","       4.091621","       4.651043","       5.161900","       5.012739","       4.313240","       4.379672","       4.322757","       4.609451","       4.802685","       4.381182","       4.529387","       4.315549","     128.315842"
"TEHAMA","Total","      10.822014","      10.492859","      11.530802","      10.683782","      10.761970","      10.566576","      11.405049","      11.945917","      12.189841","      11.049044","      11.606876","      11.758160","      11.928256","      13.344828","      12.629118","      14.432345","      13.482798","      10.550596","      13.396807","      20.569887","      20.336074","      19.399196","      19.255644","      20.144238","      18.292049","      20.341058","      19.877633","      23.526744","      20.325386","      17.111040","     443.756587"
"TRINITY","Non-Residential","       0.031881","       0.032022","       0.037886","       0.033101","       0.028146","       0.029567","       0.036385","       0.035984","       0.040819","       0.040569","       0.043522","       0.039650","       0.038794","       0.034506","       0.032906","       0.035286","       0.035288","       0.058781","       0.054992","       0.087198","       0.039535","       0.039144","       0.030410","       0.029907","       0.033544","       0.035856","       0.037205","       0.032310","       0.039844","       0.043164","       1.168202"
"TRINITY","Residential","       0.019343","       0.021272","       0.021338","       0.020781","       0.017285","       0.018320","       0.020638","       0.021530","       0.022716","       0.021858","       0.020739","       0.021579","       0.020965","       0.020776","       0.020495","       0.021305","       0.021005","       0.021427","       0.020223","       0.022928","       0.025722","       0.025112","       0.021707","       0.021977","       0.020966","       0.024579","       0.025770","       0.019955","       0.020642","       0.019117","       0.642070"
"TRINITY","Total","       0.051224","       0.053294","       0.059224","       0.053882","       0.045431","       0.047887","       0.057023","       0.057514","       0.063535","       0.062427","       0.064261","       0.061229","       0.059759","       0.055282","       0.053401","       0.056591","       0.056293","       0.080208","       0.075214","       0.110127","       0.065257","       0.064256","       0.052117","       0.051884","       0.054510","       0.060435","       0.062975","       0.052265","       0.060486","       0.062281","       1.810272"
"TULARE","Non-Residential","     104.783297","     107.995237","     102.119697","     104.905094","     102.923996","     106.363345","     104.638090","     105.213449","     102.500792","     101.192432","      94.766633","      92.428287","     104.646193","      99.266312","      98.226561","      99.281015","      93.837656","     101.186863","      97.373459","      72.787080","      75.006407","      66.929357","      59.716755","      58.575563","      45.810923","      50.717012","      42.981378","      39.181498","      40.512025","      43.337705","    2519.204111"
"TULARE","Residential","      50.596380","      49.289222","      48.307306","      46.531542","      46.593639","      44.841958","      53.212586","      52.510960","      56.950960","      55.095296","      55.245607","      54.057752","      55.841368","      55.284696","      53.872941","      57.899802","      54.599648","      58.061265","      58.810035","      50.907747","      56.909745","      54.611391","      47.469125","      48.042609","      48.200520","      52.208991","      49.237105","      49.549715","      50.704293","      51.111163","    1566.555367"
"TULARE","Total","     155.379677","     157.284459","     150.427003","     151.436636","     149.517635","     151.205303","     157.850676","     157.724410","     159.451752","     156.287728","     150.012239","     146.486039","     160.487561","     154.551008","     152.099501","     157.180818","     148.437304","     159.248128","     156.183494","     123.694827","     131.916152","     121.540748","     107.185880","     106.618172","      94.011443","     102.926003","      92.218483","      88.731213","      91.216318","      94.448868","    4085.759478"
"VENTURA","Non-Residential","      72.763751","      67.705022","      69.273598","      72.315802","      68.467899","      66.248200","      72.346579","      72.933260","      76.166241","      76.555727","      76.806343","      84.429471","      88.745771","      93.261655","      94.159273","      97.963282","      97.612393","      98.242289","      92.030817","     110.971439","     119.811958","     103.305178","      90.078415","      95.772944","      82.933845","      86.636040","      80.929442","      83.568365","      84.635099","      87.846563","    2564.516661"
"VENTURA","Residential","     113.745137","      99.129837","     101.703695","     100.838883","      94.002203","      93.507905","     117.552185","     114.032174","     124.377077","     122.814507","     118.558363","     120.252030","     120.494253","     119.293069","     116.246790","     124.935933","     117.814875","     125.284337","     126.900029","     126.430880","     134.830206","     133.795381","     114.554725","     114.526257","     111.772630","     121.067655","     116.366888","     117.895512","     120.642626","     117.459111","    3500.825153"
"VENTURA","Total","     186.508888","     166.834859","     170.977292","     173.154685","     162.470102","     159.756105","     189.898764","     186.965435","     200.543318","     199.370233","     195.364707","     204.681501","     209.240024","     212.554725","     210.406063","     222.899216","     215.427268","     223.526626","     218.930847","     237.402319","     254.642164","     237.100559","     204.633140","     210.299201","     194.706475","     207.703695","     197.296331","     201.463877","     205.277725","     205.305675","    6065.341819"
"YOLO","Non-Residential","      36.287944","      35.177911","      34.636721","      33.373655","      32.445632","      32.907152","      33.328940","      33.728094","      34.514476","      35.004406","      34.890223","      34.877058","      33.416323","      37.845095","      37.884060","      45.076944","      32.917305","      17.174878","      17.785165","      58.161496","      67.241380","      63.650587","      55.550731","      50.667068","      56.913910","      57.686786","      50.669382","      50.743621","      51.418468","      68.670781","    1264.646192"
"YOLO","Residential","      25.730733","      24.617181","      25.286493","      23.197140","      22.366494","      21.961902","      27.031354","      26.369136","      28.471076","      27.307703","      27.094852","      26.939636","      26.723328","      26.482661","      26.124860","      27.156623","      26.774588","      27.312805","      25.777554","      26.525296","      28.392873","      27.138928","      23.790360","      23.366330","      23.339873","      26.250949","      25.899981","      24.021365","      25.316794","      24.679055","     771.447923"
"YOLO","Total","      62.018677","      59.795092","      59.923214","      56.570795","      54.812126","      54.869054","      60.360294","      60.097230","      62.985552","      62.312109","      61.985075","      61.816694","      60.139650","      64.327756","      64.008920","      72.233567","      59.691894","      44.487682","      43.562719","      84.686792","      95.634252","      90.789515","      79.341091","      74.033397","      80.253783","      83.937735","      76.569363","      74.764986","      76.735261","      93.349836","    2036.094111"
"YUBA","Non-Residential","       4.324403","       4.470877","       4.145762","       3.050840","       3.695899","       4.035018","       3.640086","       4.815451","       4.940924","       5.045326","       5.365586","       4.738510","       4.426025","       4.891201","       4.716060","       5.441058","       4.627005","       4.301239","       5.377873","       7.049325","       6.101771","       4.973755","       5.568702","       6.001348","       5.609816","       5.535881","       4.810318","       5.237576","       5.822573","       4.604466","     147.364674"
"YUBA","Residential","       7.345743","       7.188810","       7.115577","       6.678549","       6.321867","       6.398526","       7.667404","       7.535412","       8.100722","       7.722578","       7.744096","       7.509474","       7.610095","       7.541559","       7.439667","       7.733486","       7.624692","       7.777962","       7.340764","       7.070292","       7.708791","       7.489106","       6.668784","       6.787839","       6.683483","       7.565513","       7.548215","       6.951010","       7.496285","       7.439773","     219.806074"
"YUBA","Total","      11.670146","      11.659687","      11.261339","       9.729389","      10.017766","      10.433544","      11.307490","      12.350863","      13.041646","      12.767904","      13.109682","      12.247984","      12.036120","      12.432760","      12.155727","      13.174544","      12.251698","      12.079201","      12.718637","      14.119617","      13.810562","      12.462862","      12.237486","      12.789187","      12.293299","      13.101394","      12.358533","      12.188586","      13.318858","      12.044238","     367.170749"
